,Date,Peak-to-peak Drawdowns,Prices,Candidate trough,Real-time Drawdowns,ADD
1,NA,NA,925,NA,NA,NA
2,9/11/1997,NA,918.25,NA,NA,NA
3,9/12/1997,NA,933.75,NA,NA,NA
4,9/15/1997,NA,931.5,NA,NA,NA
5,9/16/1997,0,956,NA,0,0
6,9/17/1997,0,956,NA,0,0
7,9/18/1997,0.001828871,957.75,NA,0.001828871,0.001828871
8,9/19/1997,0.005216496,961,NA,0.005216496,0.005216496
9,9/22/1997,0,966.25,NA,0,0
10,9/23/1997,-0.004408149,962,NA,-0.004408149,-0.004408149
11,9/24/1997,-0.012234957,954.5,NA,-0.012234957,-0.012234957
12,9/25/1997,-0.020651629,946.5,NA,-0.020651629,-0.020651629
13,9/26/1997,-0.013545401,953.25,NA,-0.013545401,-0.013545401
14,9/29/1997,-0.004668058,961.75,NA,-0.004668058,-0.004668058
15,9/30/1997,-0.012234957,954.5,NA,-0.012234957,-0.012234957
16,10/1/1997,-0.002850112,963.5,9/25/1997,-0.002850112,-0.002850112
17,10/2/1997,0.002842012,969,NA,0.002842012,0.002842012
18,10/3/1997,0.00952756,975.5,NA,0.00952756,0.00952756
19,10/6/1997,0.014385041,980.25,NA,0.014385041,0.014385041
20,10/7/1997,0,989.5,NA,0,0
21,10/8/1997,-0.007353907,982.25,9/25/1997,-0.007353907,-0.007353907
22,10/9/1997,-0.011690095,978,NA,-0.011690095,-0.011690095
23,10/10/1997,-0.012969031,976.75,NA,-0.012969031,-0.012969031
24,10/13/1997,-0.013481064,976.25,NA,-0.013481064,-0.013481064
25,10/14/1997,-0.012201473,977.5,NA,-0.012201473,-0.012201473
26,10/15/1997,-0.01630194,973.5,10/13/1997,-0.01630194,-0.01630194
27,10/16/1997,-0.030526931,959.75,NA,-0.030526931,-0.030526931
28,10/17/1997,-0.042054436,948.75,NA,-0.042054436,-0.042054436
29,10/20/1997,-0.027925473,962.25,NA,-0.027925473,-0.027925473
30,10/21/1997,-0.010157528,979.5,NA,-0.010157528,-0.010157528
31,10/22/1997,-0.015531821,974.25,10/17/1997,-0.015531821,-0.015531821
32,10/23/1997,-0.034965001,955.5,NA,-0.034965001,-0.034965001
33,10/24/1997,-0.047073599,944,NA,-0.047073599,-0.047073599
34,10/27/1997,-0.124119389,874,NA,0,-0.124119389
35,10/28/1997,-0.067946714,924.5,NA,0.024395483,-0.067946714
36,10/29/1997,-0.068217167,924.25,10/27/1997,0.024278027,-0.068217167
37,10/30/1997,-0.091477212,903,NA,0.014176318,-0.091477212
38,10/31/1997,-0.068487693,924,NA,0.024160539,-0.068487693
39,11/3/1997,-0.045221502,945.75,NA,0.034264918,-0.045221502
40,11/4/1997,-0.04919449,942,NA,0.032539471,-0.04919449
41,11/5/1997,-0.043900672,947,10/27/1997,0.034838547,-0.043900672
42,11/6/1997,-0.048929133,942.25,NA,0.032654714,0.032654714
43,11/7/1997,-0.060671995,931.25,NA,0.027554854,0.027554854
44,11/10/1997,-0.066055588,926.25,NA,0.025216789,0.025216789
45,11/11/1997,-0.065785719,926.5,NA,0.025333992,0.025333992
46,11/12/1997,-0.085680094,908.25,10/27/1997,0.016693975,0.016693975
47,11/13/1997,-0.073641645,919.25,NA,0.021922207,0.021922207
48,11/14/1997,-0.059330614,932.5,NA,0.028137409,0.028137409
49,11/17/1997,-0.04073778,950,NA,0.036212174,0.036212174
50,11/18/1997,-0.048663846,942.5,NA,0.032769928,0.032769928
51,11/19/1997,-0.043109011,947.75,10/27/1997,0.035182362,0.035182362
52,11/20/1997,-0.027146353,963,NA,0.042114856,0.042114856
53,11/21/1997,-0.02041929,969.5,NA,0.045036382,0.045036382
54,11/24/1997,-0.038844836,951.8,NA,0.037034269,0.037034269
55,11/25/1997,-0.034598768,955.85,NA,0.038878313,0.038878313
56,11/26/1997,-0.02891323,961.3,10/27/1997,0.041347511,0.041347511
57,11/28/1997,-0.02693869,963.2,NA,0.042205043,0.042205043
58,12/1/1997,0,990.25,NA,0,0
59,12/2/1997,-0.004301082,986,NA,-0.004301082,-0.004301082
60,12/3/1997,-0.001768794,988.5,10/27/1997,-0.001768794,-0.001768794
61,12/4/1997,-0.002274739,988,NA,-0.002274739,-0.002274739
62,12/5/1997,0,997.75,NA,0,0
63,12/8/1997,-0.002006522,995.75,NA,-0.002006522,-0.002006522
64,12/9/1997,-0.007797801,990,NA,-0.007797801,-0.007797801
65,12/10/1997,-0.016675475,981.25,10/27/1997,-0.016675475,-0.016675475
66,12/11/1997,-0.033115609,965.25,NA,-0.033115609,-0.033115609
67,12/12/1997,-0.031821445,966.5,NA,-0.031821445,-0.031821445
68,12/15/1997,-0.0238348,974.25,NA,-0.0238348,-0.0238348
69,12/16/1997,-0.017440098,980.5,NA,-0.017440098,-0.017440098
70,12/17/1997,-0.022552584,975.5,12/11/1997,-0.022552584,-0.022552584
71,12/18/1997,-0.033374643,965,NA,-0.033374643,-0.033374643
72,12/19/1997,-0.041177023,957.5,NA,-0.041177023,-0.041177023
73,12/22/1997,-0.035708971,962.75,NA,-0.035708971,-0.035708971
74,12/23/1997,-0.054317816,945,NA,-0.054317816,-0.054317816
75,12/24/1997,-0.057762897,941.75,12/23/1997,-0.057762897,-0.057762897
76,12/26/1997,-0.053260175,946,NA,-0.053260175,-0.053260175
77,12/29/1997,-0.032597742,965.75,NA,-0.032597742,-0.032597742
78,12/30/1997,-0.018715771,979.25,NA,-0.018715771,-0.018715771
79,12/31/1997,-0.018971101,979,12/24/1997,-0.018971101,-0.018971101
80,1/2/1998,-0.013114942,984.75,NA,-0.013114942,-0.013114942
81,1/5/1998,-0.010832704,987,NA,-0.010832704,-0.010832704
82,1/6/1998,-0.027176276,971,NA,-0.027176276,-0.027176276
83,1/7/1998,-0.02409144,974,12/24/1997,-0.02409144,-0.02409144
84,1/8/1998,-0.037268223,961.25,NA,-0.037268223,-0.037268223
85,1/9/1998,-0.070855937,929.5,NA,0,-0.070855937
86,1/12/1998,-0.053788856,945.5,NA,0.007412139,-0.053788856
87,1/13/1998,-0.039090428,959.5,NA,0.013795585,-0.039090428
88,1/14/1998,-0.03518976,963.25,1/9/1998,0.015489624,-0.03518976
89,1/15/1998,-0.043791403,955,NA,0.011753978,-0.043791403
90,1/16/1998,-0.029754261,968.5,NA,0.017850231,-0.029754261
91,1/20/1998,-0.012607328,985.25,NA,0.025297049,-0.012607328
92,1/21/1998,-0.022552584,975.5,1/9/1998,0.020977879,-0.022552584
93,1/22/1998,-0.032080144,966.25,NA,0.016840112,0.016840112
94,1/23/1998,-0.033892912,964.5,NA,0.016052837,0.016052837
95,1/26/1998,-0.034930256,963.5,NA,0.015602324,0.015602324
96,1/27/1998,-0.024348147,973.75,NA,0.020198076,0.020198076
97,1/28/1998,-0.015911436,982,1/9/1998,0.023862093,0.023862093
98,1/29/1998,-0.010832704,987,NA,0.026067758,0.026067758
99,1/30/1998,-0.010073115,987.75,NA,0.026397644,0.026397644
100,2/2/1998,0.006244556,1004,NA,0.033484318,0.033484318
101,2/3/1998,0,1010.75,NA,0,0
102,2/4/1998,-0.000989854,1009.75,1/9/1998,-0.000989854,-0.000989854
103,2/5/1998,-0.001732888,1009,NA,-0.001732888,-0.001732888
104,2/6/1998,0.008129125,1019,NA,0.008129125,0.008129125
105,2/9/1998,0.004195983,1015,NA,0.004195983,0.004195983
106,2/10/1998,0,1024.25,NA,0,0
107,2/11/1998,-0.000488281,1023.75,1/9/1998,-0.000488281,-0.000488281
108,2/12/1998,0.002437836,1026.75,NA,0.002437836,0.002437836
109,2/13/1998,-0.001954557,1022.25,NA,-0.001954557,-0.001954557
110,2/17/1998,0.00316803,1027.5,NA,0.00316803,0.00316803
111,2/18/1998,0,1035.25,1/9/1998,0,0
112,2/19/1998,-0.004356251,1030.75,NA,-0.004356251,-0.004356251
113,2/20/1998,0.00217103,1037.5,NA,0.00217103,0.00217103
114,2/23/1998,0.005778971,1041.25,NA,0.005778971,0.005778971
115,2/24/1998,0.000434583,1035.7,NA,0.000434583,0.000434583
116,2/25/1998,0,1050.4,1/9/1998,0,0
117,2/26/1998,0.008201236,1059.05,NA,0.008201236,0.008201236
118,2/27/1998,0.008814805,1059.7,NA,0.008814805,0.008814805
119,3/2/1998,0.008861987,1059.75,NA,0.008861987,0.008861987
120,3/3/1998,0,1067,NA,0,0
121,3/4/1998,-0.007289862,1059.25,1/9/1998,-0.007289862,-0.007289862
122,3/5/1998,-0.016298932,1049.75,NA,-0.016298932,-0.016298932
123,3/6/1998,0.001638769,1068.75,NA,0.001638769,0.001638769
124,3/9/1998,-0.0014068,1065.5,NA,-0.0014068,-0.0014068
125,3/10/1998,0.009560525,1077.25,NA,0.009560525,0.009560525
126,3/11/1998,0,1081.25,1/9/1998,0,0
127,3/12/1998,0.00230947,1083.75,NA,0.00230947,0.00230947
128,3/13/1998,-0.000925283,1080.25,NA,-0.000925283,-0.000925283
129,3/16/1998,0.009893098,1092,NA,0.009893098,0.009893098
130,3/17/1998,0.011265782,1093.5,NA,0.011265782,0.011265782
131,3/18/1998,0,1097.25,1/9/1998,0,0
132,3/19/1998,0.003865838,1101.5,NA,0.003865838,0.003865838
133,3/20/1998,0.012453461,1111,NA,0.012453461,0.012453461
134,3/23/1998,0.009072414,1107.25,NA,0.009072414,0.009072414
135,3/24/1998,0,1117.75,NA,0,0
136,3/25/1998,-0.004034071,1113.25,1/9/1998,-0.004034071,-0.004034071
137,3/26/1998,-0.006282273,1110.75,NA,-0.006282273,-0.006282273
138,3/27/1998,-0.009889944,1106.75,NA,-0.009889944,-0.009889944
139,3/30/1998,-0.011246182,1105.25,NA,-0.011246182,-0.011246182
140,3/31/1998,-0.006282273,1110.75,NA,-0.006282273,-0.006282273
141,4/1/1998,0,1118.25,1/9/1998,0,0
142,4/2/1998,0.011558253,1131.25,NA,0.011558253,0.011558253
143,4/3/1998,0,1135,NA,0,0
144,4/6/1998,-0.007295268,1126.75,NA,-0.007295268,-0.007295268
145,4/7/1998,-0.014644149,1118.5,NA,-0.014644149,-0.014644149
146,4/8/1998,-0.020472455,1112,1/9/1998,-0.020472455,-0.020472455
147,4/9/1998,-0.013303966,1120,NA,-0.013303966,-0.013303966
148,4/13/1998,-0.015762342,1117.25,NA,-0.015762342,-0.015762342
149,4/14/1998,-0.008849615,1125,NA,-0.008849615,-0.008849615
150,4/15/1998,-0.005964891,1128.25,4/8/1998,-0.005964891,-0.005964891
151,4/16/1998,-0.017554056,1115.25,NA,-0.017554056,-0.017554056
152,4/17/1998,-0.003972638,1130.5,NA,-0.003972638,-0.003972638
153,4/20/1998,-0.005300366,1129,NA,-0.005300366,-0.005300366
154,4/21/1998,9.11E-17,1135,NA,9.11E-17,9.11E-17
155,4/22/1998,0,1136,4/8/1998,0,0
156,4/23/1998,-0.00906384,1125.75,NA,-0.00906384,-0.00906384
157,4/24/1998,-0.020454248,1113,NA,-0.020454248,-0.020454248
158,4/27/1998,-0.037901162,1093.75,NA,-0.037901162,-0.037901162
159,4/28/1998,-0.040418613,1091,NA,0,-0.040418613
160,4/29/1998,-0.035162059,1096.75,4/28/1998,0.002282892,-0.035162059
161,4/30/1998,-0.014854502,1119.25,NA,0.011102352,-0.014854502
162,5/1/1998,-0.005074473,1130.25,NA,0.015349765,-0.005074473
163,5/4/1998,-0.006845561,1128.25,NA,0.014580591,-0.006845561
164,5/5/1998,-0.013961446,1120.25,NA,0.011490201,-0.013961446
165,5/6/1998,-0.026537403,1106.25,4/28/1998,0.006028532,-0.026537403
166,5/7/1998,-0.033795316,1098.25,NA,0.00287646,0.00287646
167,5/8/1998,-0.017538467,1116.25,NA,0.00993672,0.00993672
168,5/11/1998,-0.020903585,1112.5,NA,0.008475268,0.008475268
169,5/12/1998,-0.012177722,1122.25,NA,0.012264862,0.012264862
170,5/13/1998,-0.010619569,1124,4/28/1998,0.012941559,0.012941559
171,5/14/1998,-0.013961446,1120.25,NA,0.0114902,0.0114902
172,5/15/1998,-0.020678891,1112.75,NA,0.00857285,0.00857285
173,5/18/1998,-0.02450557,1108.5,NA,0.006910944,0.006910944
174,5/19/1998,-0.018434725,1115.25,NA,0.009547478,0.009547478
175,5/20/1998,-0.009952532,1124.75,4/28/1998,0.013231248,0.013231248
176,5/21/1998,-0.015748357,1118.25,NA,0.010714153,0.010714153
177,5/22/1998,-0.020454248,1113,NA,0.00867041,0.00867041
178,5/26/1998,-0.034569575,1097.4,NA,0.002540202,0.002540202
179,5/27/1998,-0.030658879,1101.7,4/28/1998,0.004238596,0.004238596
180,5/28/1998,-0.02631144,1106.5,NA,0.006126665,0.006126665
181,5/29/1998,-0.024595786,1108.4,NA,0.006871764,0.006871764
182,6/1/1998,-0.025182389,1107.75,NA,0.006617006,0.006617006
183,6/2/1998,-0.024956732,1108,NA,0.006715006,0.006715006
184,6/3/1998,-0.039502443,1092,4/28/1998,0.000397884,0.000397884
185,6/4/1998,-0.022928105,1110.25,NA,0.007596027,0.007596027
186,6/5/1998,-0.006181035,1129,NA,0.014869187,0.014869187
187,6/8/1998,-0.005516951,1129.75,NA,0.015157595,0.015157595
188,6/9/1998,-0.003527341,1132,NA,0.016021672,0.016021672
189,6/10/1998,-0.010619569,1124,4/28/1998,0.012941556,0.012941556
190,6/11/1998,-0.027441767,1105.25,NA,0.005635768,0.005635768
191,6/12/1998,-0.021802866,1111.5,NA,0.008084711,0.008084711
192,6/15/1998,-0.045012099,1086,NA,-0.001994931,-0.001994931
193,6/16/1998,-0.03220314,1100,NA,0.003567929,0.003567929
194,6/17/1998,-0.011732287,1122.75,6/15/1998,0.012458308,-0.011732287
195,6/18/1998,-0.015748357,1118.25,NA,0.010714151,-0.015748357
196,6/19/1998,-0.020903585,1112.5,NA,0.008475264,-0.020903585
197,6/22/1998,-0.017762456,1116,NA,0.009839439,-0.017762456
198,6/23/1998,-0.005074473,1130.25,NA,0.01534976,-0.005074473
199,6/24/1998,0,1145.5,6/15/1998,0,0
200,6/25/1998,-0.002184838,1143,NA,-0.002184838,-0.002184838
201,6/26/1998,0.001090632,1146.75,NA,0.001090632,0.001090632
202,6/29/1998,0.004355408,1150.5,NA,0.004355408,0.004355408
203,6/30/1998,-0.00131033,1144,NA,-0.00131033,-0.00131033
204,7/1/1998,0,1157,6/15/1998,0,0
205,7/2/1998,0.000863931,1158,NA,0.000863931,0.000863931
206,7/6/1998,0.010532069,1169.25,NA,0.010532069,0.010532069
207,7/7/1998,0.008605905,1167,NA,0.008605905,0.008605905
208,7/8/1998,0,1176.75,6/15/1998,0,0
209,7/9/1998,-0.007249499,1168.25,NA,-0.007249499,-0.007249499
210,7/10/1998,-0.003191832,1173,NA,-0.003191832,-0.003191832
211,7/13/1998,-0.002765665,1173.5,NA,-0.002765665,-0.002765665
212,7/14/1998,0,1186.25,NA,0,0
213,7/15/1998,-0.002532181,1183.25,6/15/1998,-0.002532181,-0.002532181
214,7/16/1998,0.004415947,1191.5,NA,0.004415947,0.004415947
215,7/17/1998,0,1194.75,NA,0,0
216,7/20/1998,-0.001046792,1193.5,NA,-0.001046792,-0.001046792
217,7/21/1998,-0.018798737,1172.5,NA,-0.018798737,-0.018798737
218,7/22/1998,-0.018798737,1172.5,6/15/1998,-0.018798737,-0.018798737
219,7/23/1998,-0.04078712,1147,NA,-0.04078712,-0.04078712
220,7/24/1998,-0.04165934,1146,NA,-0.04165934,-0.04165934
221,7/27/1998,-0.034919452,1153.75,NA,-0.034919452,-0.034919452
222,7/28/1998,-0.050423638,1136,NA,-0.050423638,-0.050423638
223,7/29/1998,-0.056604673,1129,7/28/1998,-0.056604673,-0.056604673
224,7/30/1998,-0.041223135,1146.5,NA,-0.041223135,-0.041223135
225,7/31/1998,-0.061933283,1123,NA,-0.061933283,-0.061933283
226,8/3/1998,-0.066842911,1117.5,NA,-0.066842911,-0.066842911
227,8/4/1998,-0.106546962,1074,NA,-0.106546962,-0.106546962
228,8/5/1998,-0.092447572,1089.25,8/4/1998,-0.092447572,-0.092447572
229,8/6/1998,-0.089010749,1093,NA,-0.089010749,-0.089010749
230,8/7/1998,-0.087410932,1094.75,NA,-0.087410932,-0.087410932
231,8/10/1998,-0.09359581,1088,NA,-0.09359581,-0.09359581
232,8/11/1998,-0.10724553,1073.25,NA,-0.10724553,-0.10724553
233,8/12/1998,-0.091300652,1090.5,8/11/1998,-0.091300652,-0.091300652
234,8/13/1998,-0.104454182,1076.25,NA,-0.104454182,-0.104454182
235,8/14/1998,-0.115431753,1064.5,NA,-0.115431753,-0.115431753
236,8/17/1998,-0.096817907,1084.5,NA,-0.096817907,-0.096817907
237,8/18/1998,-0.076961041,1106.25,NA,-0.076961041,-0.076961041
238,8/19/1998,-0.079903218,1103,8/14/1998,-0.079903218,-0.079903218
239,8/20/1998,-0.08763932,1094.5,NA,-0.08763932,-0.08763932
240,8/21/1998,-0.094055474,1087.5,NA,-0.094055474,-0.094055474
241,8/24/1998,-0.08946831,1092.5,NA,-0.08946831,-0.08946831
242,8/25/1998,-0.087182595,1095,NA,-0.087182595,-0.087182595
243,8/26/1998,-0.091254802,1090.55,8/14/1998,-0.091254802,-0.091254802
244,8/27/1998,-0.136747032,1042.05,NA,-0.136747032,-0.136747032
245,8/28/1998,-0.140352198,1038.3,NA,-0.140352198,-0.140352198
246,8/31/1998,-0.214964079,963.65,NA,0,-0.214964079
247,9/1/1998,-0.167491701,1010.5,NA,0.020616992,-0.167491701
248,9/2/1998,-0.17768699,1000.25,8/31/1998,0.016189234,-0.17768699
249,9/3/1998,-0.1829495,995,NA,0.013903755,-0.1829495
250,9/4/1998,-0.192796821,985.25,NA,0.009627118,-0.192796821
251,9/8/1998,-0.142811157,1035.75,NA,0.031335616,-0.142811157
252,9/9/1998,-0.166008388,1012,8/31/1998,0.021261187,-0.166008388
253,9/10/1998,-0.197119778,981,NA,0.007749682,0.007749682
254,9/11/1998,-0.154220432,1024,NA,0.026380631,0.026380631
255,9/14/1998,-0.13847589,1040.25,NA,0.033218399,0.033218399
256,9/15/1998,-0.131291951,1047.75,NA,0.036338344,0.036338344
257,9/16/1998,-0.121792948,1057.75,8/31/1998,0.040463708,0.040463708
258,9/17/1998,-0.150808291,1027.5,NA,0.027862505,0.027862505
259,9/18/1998,-0.148863711,1029.5,NA,0.028707025,0.028707025
260,9/21/1998,-0.146438291,1032,NA,0.029760371,0.029760371
261,9/22/1998,-0.139678246,1039,NA,0.032696221,0.032696221
262,9/23/1998,-0.102365772,1078.5,8/31/1998,0.048900823,0.048900823
263,9/24/1998,-0.128194867,1051,NA,0.03768339,0.03768339
264,9/25/1998,-0.127957026,1051.25,NA,0.037786683,0.037786683
265,9/28/1998,-0.117547658,1062.25,NA,0.042307414,0.042307414
266,9/29/1998,-0.121556625,1058,NA,0.040566342,0.040566342
267,9/30/1998,-0.15373227,1024.5,8/31/1998,0.026592637,0.026592637
268,10/1/1998,-0.182196015,995.75,NA,0.014230989,0.014230989
269,10/2/1998,-0.164034053,1014,NA,0.022118629,0.022118629
270,10/5/1998,-0.183200788,994.75,NA,0.013794622,0.013794622
271,10/6/1998,-0.183200788,994.75,NA,0.013794622,0.013794622
272,10/7/1998,-0.198905265,979.25,8/31/1998,0.006974254,0.006974254
273,10/8/1998,-0.209427626,969,NA,0.002404451,0.002404451
274,10/9/1998,-0.186977703,991,NA,0.012154328,0.012154328
275,10/12/1998,-0.173695964,1004.25,NA,0.017922514,0.017922514
276,10/13/1998,-0.174443069,1003.5,NA,0.01759805,0.01759805
277,10/14/1998,-0.166997018,1011,8/31/1998,0.020831829,0.020831829
278,10/15/1998,-0.116841859,1063,NA,0.042613938,0.042613938
279,10/16/1998,-0.113789139,1066.25,NA,0.043939718,0.043939718
280,10/19/1998,-0.111213326,1069,NA,0.045058379,0.045058379
281,10/20/1998,-0.108877423,1071.5,NA,0.046072849,0.046072849
282,10/21/1998,-0.105616297,1075,8/31/1998,0.047489138,0.047489138
283,10/22/1998,-0.095665966,1085.75,NA,0.051810512,0.051810512
284,10/23/1998,-0.106314215,1074.25,NA,0.047186036,0.047186036
285,10/26/1998,-0.100513062,1080.5,NA,0.049705445,0.049705445
286,10/27/1998,-0.106546962,1074,NA,0.047084955,0.047084955
287,10/28/1998,-0.109811129,1070.5,8/31/1998,0.045667345,0.045667345
288,10/29/1998,-0.085585697,1096.75,NA,0.056188316,0.056188316
289,10/30/1998,-0.077187055,1106,NA,0.0598358,0.0598358
290,11/2/1998,-0.063492824,1121.25,NA,0.065783129,0.065783129
291,11/3/1998,-0.070204259,1113.75,NA,0.06286839,0.06286839
292,11/4/1998,-0.061043207,1124,8/31/1998,0.066846984,0.066846984
293,11/5/1998,-0.045812806,1141.25,NA,0.073461463,0.073461463
294,11/6/1998,-0.039697914,1148.25,NA,0.076117127,0.076117127
295,11/9/1998,-0.050423638,1136,NA,0.071459004,0.071459004
296,11/10/1998,-0.056161902,1129.5,NA,0.068966908,0.068966908
297,11/11/1998,-0.058821478,1126.5,8/31/1998,0.067811869,0.067811869
298,11/12/1998,-0.061043207,1124,NA,0.066846984,0.066846984
299,11/13/1998,-0.052185753,1134,NA,0.070693727,0.070693727
300,11/16/1998,-0.045155847,1142,NA,0.073746776,0.073746776
301,11/17/1998,-0.044061875,1143.25,NA,0.074221882,0.074221882
302,11/18/1998,-0.038175016,1150,8/31/1998,0.076778512,0.076778512
303,11/19/1998,-0.031026713,1158.25,NA,0.079882981,0.079882981
304,11/20/1998,-0.023286404,1167.25,NA,0.083244555,0.083244555
305,11/23/1998,-0.000627944,1194,NA,0.093084999,0.093084999
306,11/24/1998,-0.005034624,1188.75,NA,0.091171202,0.091171202
307,11/25/1998,-0.002010809,1192.35,8/31/1998,0.092484428,0.092484428
308,11/27/1998,0,1201.9,NA,0,0
309,11/30/1998,-0.026344488,1170.65,NA,-0.026344488,-0.026344488
310,12/1/1998,-0.012053381,1187.5,NA,-0.012053381,-0.012053381
311,12/2/1998,-0.014160863,1185,8/31/1998,-0.014160863,-0.014160863
312,12/3/1998,-0.031611828,1164.5,NA,-0.031611828,-0.031611828
313,12/4/1998,-0.009530251,1190.5,NA,-0.009530251,-0.009530251
314,12/7/1998,-0.000540957,1201.25,NA,-0.000540957,-0.000540957
315,12/8/1998,-0.005757453,1195,NA,-0.005757453,-0.005757453
316,12/9/1998,-0.003876378,1197.25,12/3/1998,-0.003876378,-0.003876378
317,12/10/1998,-0.020297799,1177.75,NA,-0.020297799,-0.020297799
318,12/11/1998,-0.022210049,1175.5,NA,-0.022210049,-0.022210049
319,12/14/1998,-0.04588234,1148,NA,-0.04588234,-0.04588234
320,12/15/1998,-0.023061113,1174.5,NA,-0.023061113,-0.023061113
321,12/16/1998,-0.022422747,1175.25,12/14/1998,-0.022422747,-0.022422747
322,12/17/1998,-0.007851694,1192.5,NA,-0.007851694,-0.007851694
323,12/18/1998,-0.003876378,1197.25,NA,-0.003876378,-0.003876378
324,12/21/1998,0.010222964,1214.25,NA,0.010222964,0.010222964
325,12/22/1998,0.012074245,1216.5,NA,0.012074245,0.012074245
326,12/23/1998,0,1243.25,12/14/1998,0,0
327,12/24/1998,-0.003424316,1239,NA,-0.003424316,-0.003424316
328,12/28/1998,-0.007670607,1233.75,NA,-0.007670607,-0.007670607
329,12/29/1998,0,1254.5,NA,0,0
330,12/30/1998,-0.010014103,1242,12/14/1998,-0.010014103,-0.010014103
331,12/31/1998,-0.006999329,1245.75,NA,-0.006999329,-0.006999329
332,1/4/1999,-0.010819581,1241,NA,-0.010819581,-0.010819581
333,1/5/1999,-0.00099691,1253.25,NA,-0.00099691,-0.00099691
334,1/6/1999,0,1280.5,12/14/1998,0,0
335,1/7/1999,-0.002345584,1277.5,NA,-0.002345584,-0.002345584
336,1/8/1999,0,1288,NA,0,0
337,1/11/1999,-0.011125322,1273.75,NA,-0.011125322,-0.011125322
338,1/12/1999,-0.029347256,1250.75,NA,-0.029347256,-0.029347256
339,1/13/1999,-0.037979248,1240,12/14/1998,-0.037979248,-0.037979248
340,1/14/1999,-0.055059777,1219,NA,0,0
341,1/15/1999,-0.032349961,1247,NA,0.009862748,0.009862748
342,1/19/1999,-0.023965005,1257.5,NA,0.013504288,0.013504288
343,1/20/1999,-0.015649772,1268,1/14/1999,0.017115548,-0.015649772
344,1/21/1999,-0.042019658,1235,NA,0.005663252,-0.042019658
345,1/22/1999,-0.044046001,1232.5,NA,0.004783222,-0.044046001
346,1/25/1999,-0.034758633,1244,NA,0.008816674,-0.034758633
347,1/26/1999,-0.017820897,1265.25,NA,0.01617264,-0.017820897
348,1/27/1999,-0.030147096,1249.75,1/14/1999,0.010819439,-0.030147096
349,1/28/1999,-0.018018506,1265,NA,0.016086819,0.016086819
350,1/29/1999,-0.005254464,1281.25,NA,0.021630172,0.021630172
351,2/1/1999,-0.010536683,1274.5,NA,0.019336133,0.019336133
352,2/2/1999,-0.017425796,1265.75,NA,0.016344229,0.016344229
353,2/3/1999,-0.006816659,1279.25,1/14/1999,0.020951719,0.020951719
354,2/4/1999,-0.023170092,1258.5,NA,0.013849513,0.013849513
355,2/5/1999,-0.034959618,1243.75,NA,0.008729387,0.008729387
356,2/8/1999,-0.031949079,1247.5,NA,0.010036848,0.010036848
357,2/9/1999,-0.055059777,1219,NA,0,0
358,2/10/1999,-0.04933379,1226,2/9/1999,0.002486765,-0.04933379
359,2/11/1999,-0.019600784,1263,NA,0.015399645,-0.019600784
360,2/12/1999,-0.039795412,1237.75,NA,0.006629229,-0.039795412
361,2/16/1999,-0.035763962,1242.75,NA,0.008380066,-0.035763962
362,2/17/1999,-0.0466864,1229.25,2/9/1999,0.003636511,-0.0466864
363,2/18/1999,-0.039189658,1238.5,NA,0.006892305,0.006892305
364,2/19/1999,-0.034758633,1244,NA,0.008816674,0.008816674
365,2/22/1999,-0.010536683,1274.5,NA,0.019336133,0.019336133
366,2/23/1999,-0.008068175,1277.65,NA,0.020408192,0.020408192
367,2/24/1999,-0.024720757,1256.55,2/9/1999,0.013176067,0.013176067
368,2/25/1999,-0.029267307,1250.85,NA,0.011201525,0.011201525
369,2/26/1999,-0.03769703,1240.35,NA,0.007540543,0.007540543
370,3/1/1999,-0.031147797,1248.5,NA,0.010384839,0.010384839
371,3/2/1999,-0.039997412,1237.5,NA,0.0065415,0.0065415
372,3/3/1999,-0.035361709,1243.25,2/9/1999,0.00855476,0.00855476
373,3/4/1999,-0.019996746,1262.5,NA,0.015227679,0.015227679
374,3/5/1999,0.002132817,1290.75,NA,0.024838426,0.024838426
375,3/8/1999,0.005806093,1295.5,NA,0.02643371,0.02643371
376,3/9/1999,0.002326484,1291,NA,0.024922535,0.024922535
377,3/10/1999,0,1302,2/9/1999,0,0
378,3/11/1999,0.011265036,1316.75,NA,0.011265036,0.011265036
379,3/12/1999,0.001726619,1304.25,NA,0.001726619,0.001726619
380,3/15/1999,0,1319.75,NA,0,0
381,3/16/1999,-0.000568451,1319,NA,-0.000568451,-0.000568451
382,3/17/1999,-0.006080201,1311.75,2/9/1999,-0.006080201,-0.006080201
383,3/18/1999,0,1331.25,NA,0,0
384,3/19/1999,-0.017810247,1307.75,NA,-0.017810247,-0.017810247
385,3/22/1999,-0.01456566,1312,NA,-0.01456566,-0.01456566
386,3/23/1999,-0.045724446,1271.75,NA,-0.045724446,-0.045724446
387,3/24/1999,-0.039258273,1280,2/9/1999,-0.039258273,-0.039258273
388,3/25/1999,-0.021065396,1303.5,NA,-0.021065396,-0.021065396
389,3/26/1999,-0.026450024,1296.5,NA,-0.026450024,-0.026450024
390,3/29/1999,-0.010951771,1316.75,NA,-0.010951771,-0.010951771
391,3/30/1999,-0.012471817,1314.75,NA,-0.012471817,-0.012471817
392,3/31/1999,-0.028380154,1294,3/23/1999,-0.028380154,-0.028380154
393,4/1/1999,-0.020873623,1303.75,NA,-0.020873623,-0.020873623
